country,year,tax_price_only,ets_price_only,has_tax,has_ets,any_carbon_price_dummy,carbon_price_max,tax_type,tax_price
Bulgaria,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Bulgaria,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Bulgaria,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Bulgaria,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Bulgaria,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Bulgaria,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Bulgaria,2014,0.000000,6.757100,0,1,1,6.757100,2,6.757100
Bulgaria,2015,0.000000,7.689825,0,1,1,7.689825,2,7.689825
Bulgaria,2016,0.000000,5.921776,0,1,1,5.921776,2,5.921776
Bulgaria,2017,0.000000,5.644848,0,1,1,5.644848,2,5.644848
Bulgaria,2018,0.000000,16.263720,0,1,1,16.263720,2,16.263720
Bulgaria,2019,0.000000,24.505716,0,1,1,24.505716,2,24.505716
Bulgaria,2020,0.000000,18.536520,0,1,1,18.536520,2,18.536520
Bulgaria,2021,0.000000,49.779548,0,1,1,49.779548,2,49.779548
Bulgaria,2022,0.000000,86.526108,0,1,1,86.526108,2,86.526108
Bulgaria,2023,0.000000,96.298125,0,1,1,96.298125,2,96.298125
Bulgaria,2024,0.000000,61.301547,0,1,1,61.301547,2,61.301547
Bulgaria,2025,0.000000,70.370124,0,1,1,70.370124,2,70.370124
Canada,2025,0.000000,66.211319,0,1,1,66.211319,2,66.211319
China,2022,0.000000,9.199849,0,1,1,9.199849,2,9.199849
China,2023,0.000000,8.153163,0,1,1,8.153163,2,8.153163
China,2024,0.000000,12.573079,0,1,1,12.573079,2,12.573079
China,2025,0.000000,11.764625,0,1,1,11.764625,2,11.764625
Croatia,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Croatia,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Croatia,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Croatia,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Croatia,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Croatia,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Croatia,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Croatia,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Croatia,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Croatia,2014,0.000000,6.757100,0,1,1,6.757100,2,6.757100
Croatia,2015,0.000000,7.689825,0,1,1,7.689825,2,7.689825
Croatia,2016,0.000000,5.921776,0,1,1,5.921776,2,5.921776
Croatia,2017,0.000000,5.644848,0,1,1,5.644848,2,5.644848
Croatia,2018,0.000000,16.263720,0,1,1,16.263720,2,16.263720
Croatia,2019,0.000000,24.505716,0,1,1,24.505716,2,24.505716
Croatia,2020,0.000000,18.536520,0,1,1,18.536520,2,18.536520
Croatia,2021,0.000000,49.779548,0,1,1,49.779548,2,49.779548
Croatia,2022,0.000000,86.526108,0,1,1,86.526108,2,86.526108
Croatia,2023,0.000000,96.298125,0,1,1,96.298125,2,96.298125
Croatia,2024,0.000000,61.301547,0,1,1,61.301547,2,61.301547
Croatia,2025,0.000000,70.370124,0,1,1,70.370124,2,70.370124
Cyprus,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Cyprus,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Cyprus,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Cyprus,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Cyprus,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Cyprus,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Cyprus,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Cyprus,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Cyprus,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Cyprus,2014,0.000000,6.757100,0,1,1,6.757100,2,6.757100
Cyprus,2015,0.000000,7.689825,0,1,1,7.689825,2,7.689825
Cyprus,2016,0.000000,5.921776,0,1,1,5.921776,2,5.921776
Cyprus,2017,0.000000,5.644848,0,1,1,5.644848,2,5.644848
Cyprus,2018,0.000000,16.263720,0,1,1,16.263720,2,16.263720
Cyprus,2019,0.000000,24.505716,0,1,1,24.505716,2,24.505716
Cyprus,2020,0.000000,18.536520,0,1,1,18.536520,2,18.536520
Cyprus,2021,0.000000,49.779548,0,1,1,49.779548,2,49.779548
Cyprus,2022,0.000000,86.526108,0,1,1,86.526108,2,86.526108
Cyprus,2023,0.000000,96.298125,0,1,1,96.298125,2,96.298125
Cyprus,2024,0.000000,61.301547,0,1,1,61.301547,2,61.301547
Cyprus,2025,0.000000,70.370124,0,1,1,70.370124,2,70.370124
Czech Republic,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Czech Republic,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Czech Republic,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Czech Republic,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Czech Republic,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Czech Republic,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Czech Republic,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Czech Republic,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Czech Republic,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Czech Republic,2014,0.000000,6.757100,0,1,1,6.757100,2,6.757100
Czech Republic,2015,0.000000,7.689825,0,1,1,7.689825,2,7.689825
Czech Republic,2016,0.000000,5.921776,0,1,1,5.921776,2,5.921776
Czech Republic,2017,0.000000,5.644848,0,1,1,5.644848,2,5.644848
Czech Republic,2018,0.000000,16.263720,0,1,1,16.263720,2,16.263720
Czech Republic,2019,0.000000,24.505716,0,1,1,24.505716,2,24.505716
Czech Republic,2020,0.000000,18.536520,0,1,1,18.536520,2,18.536520
Czech Republic,2021,0.000000,49.779548,0,1,1,49.779548,2,49.779548
Czech Republic,2022,0.000000,86.526108,0,1,1,86.526108,2,86.526108
Czech Republic,2023,0.000000,96.298125,0,1,1,96.298125,2,96.298125
Czech Republic,2024,0.000000,61.301547,0,1,1,61.301547,2,61.301547
Czech Republic,2025,0.000000,70.370124,0,1,1,70.370124,2,70.370124
Denmark,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Denmark,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Estonia,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Estonia,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Estonia,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Estonia,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Estonia,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Estonia,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
France,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
France,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
France,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
France,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
France,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
France,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
France,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
France,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
France,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Germany,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Germany,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Germany,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Germany,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Germany,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Germany,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Germany,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Germany,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Germany,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Germany,2014,0.000000,6.757100,0,1,1,6.757100,2,6.757100
Germany,2015,0.000000,7.689825,0,1,1,7.689825,2,7.689825
Germany,2016,0.000000,5.921776,0,1,1,5.921776,2,5.921776
Germany,2017,0.000000,5.644848,0,1,1,5.644848,2,5.644848
Germany,2018,0.000000,16.263720,0,1,1,16.263720,2,16.263720
Germany,2019,0.000000,24.505716,0,1,1,24.505716,2,24.505716
Germany,2020,0.000000,18.536520,0,1,1,18.536520,2,18.536520
Germany,2021,0.000000,49.779548,0,1,1,49.779548,2,49.779548
Germany,2022,0.000000,86.526108,0,1,1,86.526108,2,86.526108
Germany,2023,0.000000,96.298125,0,1,1,96.298125,2,96.298125
Germany,2024,0.000000,61.301547,0,1,1,61.301547,2,61.301547
Germany,2025,0.000000,70.370124,0,1,1,70.370124,2,70.370124
Greece,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Greece,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Greece,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Greece,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Greece,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Greece,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Greece,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Greece,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Greece,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Greece,2014,0.000000,6.757100,0,1,1,6.757100,2,6.757100
Greece,2015,0.000000,7.689825,0,1,1,7.689825,2,7.689825
Greece,2016,0.000000,5.921776,0,1,1,5.921776,2,5.921776
Greece,2017,0.000000,5.644848,0,1,1,5.644848,2,5.644848
Greece,2018,0.000000,16.263720,0,1,1,16.263720,2,16.263720
Greece,2019,0.000000,24.505716,0,1,1,24.505716,2,24.505716
Greece,2020,0.000000,18.536520,0,1,1,18.536520,2,18.536520
Greece,2021,0.000000,49.779548,0,1,1,49.779548,2,49.779548
Greece,2022,0.000000,86.526108,0,1,1,86.526108,2,86.526108
Greece,2023,0.000000,96.298125,0,1,1,96.298125,2,96.298125
Greece,2024,0.000000,61.301547,0,1,1,61.301547,2,61.301547
Greece,2025,0.000000,70.370124,0,1,1,70.370124,2,70.370124
Hungary,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Hungary,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Hungary,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Hungary,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Hungary,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Hungary,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Hungary,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Hungary,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Hungary,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Hungary,2014,0.000000,6.757100,0,1,1,6.757100,2,6.757100
Hungary,2015,0.000000,7.689825,0,1,1,7.689825,2,7.689825
Hungary,2016,0.000000,5.921776,0,1,1,5.921776,2,5.921776
Hungary,2017,0.000000,5.644848,0,1,1,5.644848,2,5.644848
Hungary,2018,0.000000,16.263720,0,1,1,16.263720,2,16.263720
Hungary,2019,0.000000,24.505716,0,1,1,24.505716,2,24.505716
Hungary,2020,0.000000,18.536520,0,1,1,18.536520,2,18.536520
Hungary,2021,0.000000,49.779548,0,1,1,49.779548,2,49.779548
Hungary,2022,0.000000,86.526108,0,1,1,86.526108,2,86.526108
Hungary,2023,0.000000,96.298125,0,1,1,96.298125,2,96.298125
Hungary,2024,0.000000,61.301547,0,1,1,61.301547,2,61.301547
Hungary,2025,0.000000,70.370124,0,1,1,70.370124,2,70.370124
Indonesia,2024,0.000000,0.612165,0,1,1,0.612165,2,0.612165
Indonesia,2025,0.000000,0.724375,0,1,1,0.724375,2,0.724375
Ireland,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Ireland,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Ireland,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Ireland,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Ireland,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Italy,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Italy,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Italy,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Italy,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Italy,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Italy,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Italy,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Italy,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Italy,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Italy,2014,0.000000,6.757100,0,1,1,6.757100,2,6.757100
Italy,2015,0.000000,7.689825,0,1,1,7.689825,2,7.689825
Italy,2016,0.000000,5.921776,0,1,1,5.921776,2,5.921776
Italy,2017,0.000000,5.644848,0,1,1,5.644848,2,5.644848
Italy,2018,0.000000,16.263720,0,1,1,16.263720,2,16.263720
Italy,2019,0.000000,24.505716,0,1,1,24.505716,2,24.505716
Italy,2020,0.000000,18.536520,0,1,1,18.536520,2,18.536520
Italy,2021,0.000000,49.779548,0,1,1,49.779548,2,49.779548
Italy,2022,0.000000,86.526108,0,1,1,86.526108,2,86.526108
Italy,2023,0.000000,96.298125,0,1,1,96.298125,2,96.298125
Italy,2024,0.000000,61.301547,0,1,1,61.301547,2,61.301547
Italy,2025,0.000000,70.370124,0,1,1,70.370124,2,70.370124
Kazakhstan,2020,0.000000,1.112451,0,1,1,1.112451,2,1.112451
Kazakhstan,2021,0.000000,1.176775,0,1,1,1.176775,2,1.176775
Kazakhstan,2022,0.000000,1.080826,0,1,1,1.080826,2,1.080826
Kazakhstan,2023,0.000000,1.115760,0,1,1,1.115760,2,1.115760
Kazakhstan,2024,0.000000,1.059208,0,1,1,1.059208,2,1.059208
Kazakhstan,2025,0.000000,0.931726,0,1,1,0.931726,2,0.931726
Latvia,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Latvia,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Latvia,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Latvia,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Latvia,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Latvia,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Latvia,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Latvia,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Latvia,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Lithuania,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Lithuania,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Lithuania,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Lithuania,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Lithuania,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Lithuania,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Lithuania,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Lithuania,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Lithuania,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Lithuania,2014,0.000000,6.757100,0,1,1,6.757100,2,6.757100
Lithuania,2015,0.000000,7.689825,0,1,1,7.689825,2,7.689825
Lithuania,2016,0.000000,5.921776,0,1,1,5.921776,2,5.921776
Lithuania,2017,0.000000,5.644848,0,1,1,5.644848,2,5.644848
Lithuania,2018,0.000000,16.263720,0,1,1,16.263720,2,16.263720
Lithuania,2019,0.000000,24.505716,0,1,1,24.505716,2,24.505716
Lithuania,2020,0.000000,18.536520,0,1,1,18.536520,2,18.536520
Lithuania,2021,0.000000,49.779548,0,1,1,49.779548,2,49.779548
Lithuania,2022,0.000000,86.526108,0,1,1,86.526108,2,86.526108
Lithuania,2023,0.000000,96.298125,0,1,1,96.298125,2,96.298125
Lithuania,2024,0.000000,61.301547,0,1,1,61.301547,2,61.301547
Lithuania,2025,0.000000,70.370124,0,1,1,70.370124,2,70.370124
Luxembourg,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Luxembourg,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Luxembourg,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Luxembourg,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Luxembourg,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Luxembourg,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Luxembourg,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Luxembourg,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Luxembourg,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Luxembourg,2014,0.000000,6.757100,0,1,1,6.757100,2,6.757100
Luxembourg,2015,0.000000,7.689825,0,1,1,7.689825,2,7.689825
Luxembourg,2016,0.000000,5.921776,0,1,1,5.921776,2,5.921776
Luxembourg,2017,0.000000,5.644848,0,1,1,5.644848,2,5.644848
Luxembourg,2018,0.000000,16.263720,0,1,1,16.263720,2,16.263720
Luxembourg,2019,0.000000,24.505716,0,1,1,24.505716,2,24.505716
Luxembourg,2020,0.000000,18.536520,0,1,1,18.536520,2,18.536520
Malta,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Malta,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Malta,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Malta,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Malta,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Malta,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Malta,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Malta,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Malta,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Malta,2014,0.000000,6.757100,0,1,1,6.757100,2,6.757100
Malta,2015,0.000000,7.689825,0,1,1,7.689825,2,7.689825
Malta,2016,0.000000,5.921776,0,1,1,5.921776,2,5.921776
Malta,2017,0.000000,5.644848,0,1,1,5.644848,2,5.644848
Malta,2018,0.000000,16.263720,0,1,1,16.263720,2,16.263720
Malta,2019,0.000000,24.505716,0,1,1,24.505716,2,24.505716
Malta,2020,0.000000,18.536520,0,1,1,18.536520,2,18.536520
Malta,2021,0.000000,49.779548,0,1,1,49.779548,2,49.779548
Malta,2022,0.000000,86.526108,0,1,1,86.526108,2,86.526108
Malta,2023,0.000000,96.298125,0,1,1,96.298125,2,96.298125
Malta,2024,0.000000,61.301547,0,1,1,61.301547,2,61.301547
Malta,2025,0.000000,70.370124,0,1,1,70.370124,2,70.370124
Montenegro,2024,0.000000,25.797600,0,1,1,25.797600,2,25.797600
Montenegro,2025,0.000000,25.891200,0,1,1,25.891200,2,25.891200
Netherlands,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Netherlands,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Netherlands,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Netherlands,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Netherlands,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Netherlands,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Netherlands,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Netherlands,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Netherlands,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Netherlands,2014,0.000000,6.757100,0,1,1,6.757100,2,6.757100
Netherlands,2015,0.000000,7.689825,0,1,1,7.689825,2,7.689825
Netherlands,2016,0.000000,5.921776,0,1,1,5.921776,2,5.921776
Netherlands,2017,0.000000,5.644848,0,1,1,5.644848,2,5.644848
Netherlands,2018,0.000000,16.263720,0,1,1,16.263720,2,16.263720
Netherlands,2019,0.000000,24.505716,0,1,1,24.505716,2,24.505716
Netherlands,2020,0.000000,18.536520,0,1,1,18.536520,2,18.536520
New Zealand,2010,0.000000,12.437250,0,1,1,12.437250,2,12.437250
New Zealand,2011,0.000000,15.370180,0,1,1,15.370180,2,15.370180
New Zealand,2012,0.000000,5.721100,0,1,1,5.721100,2,5.721100
New Zealand,2013,0.000000,1.673800,0,1,1,1.673800,2,1.673800
New Zealand,2014,0.000000,2.688940,0,1,1,2.688940,2,2.688940
New Zealand,2015,0.000000,4.931520,0,1,1,4.931520,2,4.931520
New Zealand,2017,0.000000,12.513890,0,1,1,12.513890,2,12.513890
New Zealand,2018,0.000000,15.090285,0,1,1,15.090285,2,15.090285
New Zealand,2019,0.000000,17.532540,0,1,1,17.532540,2,17.532540
New Zealand,2020,0.000000,14.304000,0,1,1,14.304000,2,14.304000
New Zealand,2021,0.000000,25.759890,0,1,1,25.759890,2,25.759890
New Zealand,2022,0.000000,52.622400,0,1,1,52.622400,2,52.622400
New Zealand,2023,0.000000,34.198750,0,1,1,34.198750,2,34.198750
New Zealand,2024,0.000000,35.105000,0,1,1,35.105000,2,35.105000
New Zealand,2025,0.000000,32.007124,0,1,1,32.007124,2,32.007124
Poland,2023,0.000000,96.298125,0,1,1,96.298125,2,96.298125
Portugal,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Portugal,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Portugal,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Portugal,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Portugal,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Portugal,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Portugal,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Portugal,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Portugal,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Portugal,2014,0.000000,6.757100,0,1,1,6.757100,2,6.757100
Portugal,2015,0.000000,7.689825,0,1,1,7.689825,2,7.689825
Portugal,2016,0.000000,5.921776,0,1,1,5.921776,2,5.921776
Portugal,2017,0.000000,5.644848,0,1,1,5.644848,2,5.644848
Portugal,2018,0.000000,16.263720,0,1,1,16.263720,2,16.263720
Romania,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Romania,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Romania,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Romania,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Romania,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Romania,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Romania,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Romania,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Romania,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Romania,2014,0.000000,6.757100,0,1,1,6.757100,2,6.757100
Romania,2015,0.000000,7.689825,0,1,1,7.689825,2,7.689825
Romania,2016,0.000000,5.921776,0,1,1,5.921776,2,5.921776
Romania,2017,0.000000,5.644848,0,1,1,5.644848,2,5.644848
Romania,2018,0.000000,16.263720,0,1,1,16.263720,2,16.263720
Romania,2019,0.000000,24.505716,0,1,1,24.505716,2,24.505716
Romania,2020,0.000000,18.536520,0,1,1,18.536520,2,18.536520
Romania,2021,0.000000,49.779548,0,1,1,49.779548,2,49.779548
Romania,2022,0.000000,86.526108,0,1,1,86.526108,2,86.526108
Romania,2023,0.000000,96.298125,0,1,1,96.298125,2,96.298125
Romania,2024,0.000000,61.301547,0,1,1,61.301547,2,61.301547
Romania,2025,0.000000,70.370124,0,1,1,70.370124,2,70.370124
Slovakia,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Slovakia,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Slovakia,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Slovakia,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Slovakia,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Slovakia,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Slovakia,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Slovakia,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Slovakia,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
Slovakia,2014,0.000000,6.757100,0,1,1,6.757100,2,6.757100
Slovakia,2015,0.000000,7.689825,0,1,1,7.689825,2,7.689825
Slovakia,2016,0.000000,5.921776,0,1,1,5.921776,2,5.921776
Slovakia,2017,0.000000,5.644848,0,1,1,5.644848,2,5.644848
Slovakia,2018,0.000000,16.263720,0,1,1,16.263720,2,16.263720
Slovakia,2019,0.000000,24.505716,0,1,1,24.505716,2,24.505716
Slovakia,2020,0.000000,18.536520,0,1,1,18.536520,2,18.536520
Slovakia,2021,0.000000,49.779548,0,1,1,49.779548,2,49.779548
Slovakia,2022,0.000000,86.526108,0,1,1,86.526108,2,86.526108
Slovakia,2023,0.000000,96.298125,0,1,1,96.298125,2,96.298125
Slovakia,2024,0.000000,61.301547,0,1,1,61.301547,2,61.301547
Slovakia,2025,0.000000,70.370124,0,1,1,70.370124,2,70.370124
Slovenia,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Slovenia,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Slovenia,2023,0.000000,96.298125,0,1,1,96.298125,2,96.298125
Spain,2005,0.000000,19.049730,0,1,1,19.049730,2,19.049730
Spain,2006,0.000000,32.353992,0,1,1,32.353992,2,32.353992
Spain,2007,0.000000,1.251892,0,1,1,1.251892,2,1.251892
Spain,2008,0.000000,34.483320,0,1,1,34.483320,2,34.483320
Spain,2009,0.000000,15.550804,0,1,1,15.550804,2,15.550804
Spain,2010,0.000000,17.265976,0,1,1,17.265976,2,17.265976
Spain,2011,0.000000,23.756880,0,1,1,23.756880,2,23.756880
Spain,2012,0.000000,9.322488,0,1,1,9.322488,2,9.322488
Spain,2013,0.000000,6.043960,0,1,1,6.043960,2,6.043960
